1, 1, 1000
1, 2, 1000
1, 3, 1000
1, 4, 1000
1, 5, 1000
1, 6, 1000
1, 7, 1000
1, 8, 1000
1, 9, 1000
1, 10, 1000
1, 11, 1000
1, 12, 1000
1, 13, 1000
1, 14, 1000
1, 15, 1000
1, 16, 1000
1, 17, 1000
1, 18, 1000
1, 19, 1000
1, 20, 1000
1, 21, 1000
1, 22, 1000
1, 23, 1000
1, 24, 1000
1, 25, 1000
1, 26, 1000
1, 27, 1000
1, 28, 1000
1, 29, 1000
1, 30, 1000
1, 31, 1000
1, 32, 1000
1, 33, 1000
1, 34, 1000
1, 35, 1000
1, 36, 1000
1, 37, 1000
1, 38, 1000
1, 39, 1000
1, 40, 1000
1, 41, 1000
1, 42, 1000
1, 43, 1000
1, 44, 1000
1, 45, 1000
1, 46, 1000
1, 47, 1000
1, 48, 1000
1, 49, 1000
1, 50, 1000
2, 1, 974.89
2, 2, 974.902
2, 3, 974.924
2, 4, 974.956
2, 5, 974.998
2, 6, 975.049
2, 7, 975.107
2, 8, 975.17
2, 9, 975.238
2, 10, 975.308
2, 11, 975.38
2, 12, 975.452
2, 13, 975.522
2, 14, 975.59
2, 15, 975.653
2, 16, 975.711
2, 17, 975.763
2, 18, 975.807
2, 19, 975.844
2, 20, 975.872
2, 21, 975.891
2, 22, 975.9
2, 23, 975.899
2, 24, 975.887
2, 25, 975.865
2, 26, 975.832
2, 27, 975.787
2, 28, 975.732
2, 29, 975.665
2, 30, 975.587
2, 31, 975.497
2, 32, 975.397
2, 33, 975.285
2, 34, 975.162
2, 35, 975.027
2, 36, 974.882
2, 37, 974.724
2, 38, 974.554
2, 39, 974.371
2, 40, 974.172
2, 41, 973.954
2, 42, 973.712
2, 43, 973.437
2, 44, 973.116
2, 45, 972.723
2, 46, 972.214
2, 47, 971.501
2, 48, 970.397
2, 49, 968.436
2, 50, 964.321
3, 1, 949.812
3, 2, 949.835
3, 3, 949.879
3, 4, 949.943
3, 5, 950.027
3, 6, 950.127
3, 7, 950.242
3, 8, 950.368
3, 9, 950.503
3, 10, 950.644
3, 11, 950.787
3, 12, 950.93
3, 13, 951.069
3, 14, 951.203
3, 15, 951.329
3, 16, 951.444
3, 17, 951.547
3, 18, 951.636
3, 19, 951.708
3, 20, 951.764
3, 21, 951.801
3, 22, 951.819
3, 23, 951.817
3, 24, 951.794
3, 25, 951.75
3, 26, 951.684
3, 27, 951.596
3, 28, 951.485
3, 29, 951.352
3, 30, 951.197
3, 31, 951.019
3, 32, 950.819
3, 33, 950.596
3, 34, 950.352
3, 35, 950.085
3, 36, 949.796
3, 37, 949.484
3, 38, 949.148
3, 39, 948.786
3, 40, 948.393
3, 41, 947.966
3, 42, 947.493
3, 43, 946.96
3, 44, 946.344
3, 45, 945.604
3, 46, 944.676
3, 47, 943.443
3, 48, 941.701
3, 49, 939.082
3, 50, 934.986
4, 1, 924.797
4, 2, 924.83
4, 3, 924.895
4, 4, 924.991
4, 5, 925.116
4, 6, 925.265
4, 7, 925.435
4, 8, 925.623
4, 9, 925.823
4, 10, 926.032
4, 11, 926.244
4, 12, 926.457
4, 13, 926.664
4, 14, 926.863
4, 15, 927.05
4, 16, 927.221
4, 17, 927.374
4, 18, 927.506
4, 19, 927.614
4, 20, 927.697
4, 21, 927.752
4, 22, 927.779
4, 23, 927.776
4, 24, 927.742
4, 25, 927.676
4, 26, 927.577
4, 27, 927.446
4, 28, 927.282
4, 29, 927.084
4, 30, 926.853
4, 31, 926.589
4, 32, 926.292
4, 33, 925.961
4, 34, 925.599
4, 35, 925.204
4, 36, 924.776
4, 37, 924.315
4, 38, 923.819
4, 39, 923.286
4, 40, 922.712
4, 41, 922.088
4, 42, 921.405
4, 43, 920.643
4, 44, 919.776
4, 45, 918.761
4, 46, 917.533
4, 47, 915.989
4, 48, 913.982
4, 49, 911.307
4, 50, 907.766
5, 1, 899.874
5, 2, 899.917
5, 3, 900.004
5, 4, 900.13
5, 5, 900.293
5, 6, 900.489
5, 7, 900.714
5, 8, 900.96
5, 9, 901.224
5, 10, 901.499
5, 11, 901.778
5, 12, 902.058
5, 13, 902.331
5, 14, 902.593
5, 15, 902.839
5, 16, 903.064
5, 17, 903.265
5, 18, 903.439
5, 19, 903.581
5, 20, 903.69
5, 21, 903.763
5, 22, 903.798
5, 23, 903.794
5, 24, 903.749
5, 25, 903.662
5, 26, 903.532
5, 27, 903.359
5, 28, 903.142
5, 29, 902.882
5, 30, 902.578
5, 31, 902.23
5, 32, 901.839
5, 33, 901.406
5, 34, 900.93
5, 35, 900.412
5, 36, 899.852
5, 37, 899.25
5, 38, 898.604
5, 39, 897.912
5, 40, 897.17
5, 41, 896.37
5, 42, 895.5
5, 43, 894.545
5, 44, 893.477
5, 45, 892.259
5, 46, 890.837
5, 47, 889.139
5, 48, 887.073
5, 49, 884.547
5, 50, 881.517
6, 1, 875.072
6, 2, 875.126
6, 3, 875.232
6, 4, 875.387
6, 5, 875.587
6, 6, 875.828
6, 7, 876.104
6, 8, 876.407
6, 9, 876.731
6, 10, 877.068
6, 11, 877.412
6, 12, 877.756
6, 13, 878.091
6, 14, 878.414
6, 15, 878.716
6, 16, 878.993
6, 17, 879.241
6, 18, 879.454
6, 19, 879.629
6, 20, 879.763
6, 21, 879.853
6, 22, 879.896
6, 23, 879.89
6, 24, 879.834
6, 25, 879.727
6, 26, 879.567
6, 27, 879.354
6, 28, 879.087
6, 29, 878.767
6, 30, 878.393
6, 31, 877.965
6, 32, 877.485
6, 33, 876.953
6, 34, 876.37
6, 35, 875.736
6, 36, 875.052
6, 37, 874.318
6, 38, 873.534
6, 39, 872.697
6, 40, 871.804
6, 41, 870.848
6, 42, 869.821
6, 43, 868.707
6, 44, 867.485
6, 45, 866.126
6, 46, 864.592
6, 47, 862.836
6, 48, 860.811
6, 49, 858.482
6, 50, 855.859
7, 1, 850.418
7, 2, 850.481
7, 3, 850.606
7, 4, 850.788
7, 5, 851.024
7, 6, 851.307
7, 7, 851.63
7, 8, 851.987
7, 9, 852.367
7, 10, 852.764
7, 11, 853.169
7, 12, 853.572
7, 13, 853.968
7, 14, 854.347
7, 15, 854.702
7, 16, 855.029
7, 17, 855.32
7, 18, 855.571
7, 19, 855.777
7, 20, 855.934
7, 21, 856.04
7, 22, 856.09
7, 23, 856.083
7, 24, 856.017
7, 25, 855.89
7, 26, 855.701
7, 27, 855.45
7, 28, 855.135
7, 29, 854.758
7, 30, 854.318
7, 31, 853.816
7, 32, 853.252
7, 33, 852.627
7, 34, 851.944
7, 35, 851.202
7, 36, 850.404
7, 37, 849.549
7, 38, 848.638
7, 39, 847.671
7, 40, 846.645
7, 41, 845.556
7, 42, 844.397
7, 43, 843.157
7, 44, 841.821
7, 45, 840.369
7, 46, 838.778
7, 47, 837.021
7, 48, 835.077
7, 49, 832.941
7, 50, 830.636
8, 1, 825.937
8, 2, 826.009
8, 3, 826.15
8, 4, 826.358
8, 5, 826.626
8, 6, 826.948
8, 7, 827.316
8, 8, 827.722
8, 9, 828.156
8, 10, 828.608
8, 11, 829.069
